Province,District,Sector,Cell,Village
Eastern Province,Ngoma,Murama,Kigabiro,Murutare
Eastern Province,Ngoma,Murama,Kigabiro,Mutara
Eastern Province,Ngoma,Murama,Kigabiro,Nyagasozi
Eastern Province,Ngoma,Murama,Mvumba,Gitesanyi
Eastern Province,Ngoma,Murama,Mvumba,Kibimba
Eastern Province,Ngoma,Murama,Mvumba,Kiyagara
Eastern Province,Ngoma,Murama,Mvumba,Mvumba
Eastern Province,Ngoma,Murama,Mvumba,Nyakagezi
Eastern Province,Ngoma,Murama,Mvumba,Nyarwanya
Eastern Province,Ngoma,Murama,Mvumba,Rugarama
Eastern Province,Ngoma,Murama,Rurenge,Gashanda
Eastern Province,Ngoma,Murama,Rurenge,Gasibya
Eastern Province,Ngoma,Murama,Rurenge,Gatoma
Eastern Province,Ngoma,Murama,Rurenge,Gitaba
Eastern Province,Ngoma,Murama,Rurenge,Kabeza
Eastern Province,Ngoma,Murama,Rurenge,Kambuto
Eastern Province,Ngoma,Murama,Rurenge,Kanyinya
Eastern Province,Ngoma,Murama,Rurenge,Kaziba
Eastern Province,Ngoma,Murama,Rurenge,Kurutare
Eastern Province,Ngoma,Murama,Rurenge,Muguruka
Eastern Province,Ngoma,Murama,Rurenge,Murambi
Eastern Province,Ngoma,Murama,Rurenge,Ruvuzi
Eastern Province,Ngoma,Murama,Rurenge,Ruzinga
Eastern Province,Ngoma,Murama,Sakara,Agatonde
Eastern Province,Ngoma,Murama,Sakara,Kabahushi
Eastern Province,Ngoma,Murama,Sakara,Kakahi
Eastern Province,Ngoma,Murama,Sakara,Kavumu
Eastern Province,Ngoma,Murama,Sakara,Kukarenge
Eastern Province,Ngoma,Murama,Sakara,Mukibara
Eastern Province,Ngoma,Murama,Sakara,Nyagataba
Eastern Province,Ngoma,Murama,Sakara,Nyamirembe
Eastern Province,Ngoma,Murama,Sakara,Rwabuconco
Eastern Province,Ngoma,Murama,Sakara,Sagatare
Eastern Province,Ngoma,Murama,Sakara,Urubare
Eastern Province,Ngoma,Mutenderi,Karwema,Cyanamo
Eastern Province,Ngoma,Mutenderi,Karwema,Gitesanyi
Eastern Province,Ngoma,Mutenderi,Karwema,Meraneza
Eastern Province,Ngoma,Mutenderi,Karwema,Musenyi
Eastern Province,Ngoma,Mutenderi,Kibare,Kabombo
Eastern Province,Ngoma,Mutenderi,Kibare,Mutukura
Eastern Province,Ngoma,Mutenderi,Kibare,Ndarage
Eastern Province,Ngoma,Mutenderi,Kibare,Rwakaza
Eastern Province,Ngoma,Mutenderi,Kibare,Rwankamba
Eastern Province,Ngoma,Mutenderi,Mutenderi,Agatonde
Eastern Province,Ngoma,Mutenderi,Mutenderi,Akarimbu
Eastern Province,Ngoma,Mutenderi,Mutenderi,Cyanyunga
Eastern Province,Ngoma,Mutenderi,Mutenderi,Kibaya
Eastern Province,Ngoma,Mutenderi,Mutenderi,Tonero
Eastern Province,Ngoma,Mutenderi,Muzingira,Gatonde
Eastern Province,Ngoma,Mutenderi,Muzingira,Rusave
Eastern Province,Ngoma,Mutenderi,Muzingira,Rwakandari
Eastern Province,Ngoma,Mutenderi,Muzingira,Shyagashya
Eastern Province,Ngoma,Mutenderi,Muzingira,Umuyange
Eastern Province,Ngoma,Mutenderi,Nyagasozi,Nyagasozi
Eastern Province,Ngoma,Mutenderi,Nyagasozi,Nyamirindi
Eastern Province,Ngoma,Mutenderi,Nyagasozi,Nyamugari
Eastern Province,Ngoma,Remera,Bugera,Gasebeya
Eastern Province,Ngoma,Remera,Bugera,Gatare
Eastern Province,Ngoma,Remera,Bugera,Gisunzu
Eastern Province,Ngoma,Remera,Bugera,Kabeza
Eastern Province,Ngoma,Remera,Bugera,Kiyovu
Eastern Province,Ngoma,Remera,Bugera,Kumukiza
Eastern Province,Ngoma,Remera,Bugera,Munini I
Eastern Province,Ngoma,Remera,Bugera,Munini II
Eastern Province,Ngoma,Remera,Bugera,Nkenke
Eastern Province,Ngoma,Remera,Bugera,Rubumba
Eastern Province,Ngoma,Remera,Bugera,Rwesero
Eastern Province,Ngoma,Remera,Kinunga,Kabeza
Eastern Province,Ngoma,Remera,Kinunga,Kamvumba
Eastern Province,Ngoma,Remera,Kinunga,Kigaga
Eastern Province,Ngoma,Remera,Kinunga,Murambi
Eastern Province,Ngoma,Remera,Kinunga,Nyarugenge
Eastern Province,Ngoma,Remera,Kinunga,Urusagara
Eastern Province,Ngoma,Remera,Ndekwe,Gikomero
Eastern Province,Ngoma,Remera,Ndekwe,Icyakabiri
Eastern Province,Ngoma,Remera,Ndekwe,Rugando
Eastern Province,Ngoma,Remera,Ndekwe,Ruhuha
Eastern Province,Ngoma,Remera,Ndekwe,Rukore
Eastern Province,Ngoma,Remera,Ndekwe,Rwamutabazi
Eastern Province,Ngoma,Remera,Nyamagana,Bukiranzuki
Eastern Province,Ngoma,Remera,Nyamagana,Kabuye
Eastern Province,Ngoma,Remera,Nyamagana,Kaguruka
Eastern Province,Ngoma,Remera,Nyamagana,Kinanira
Eastern Province,Ngoma,Remera,Nyamagana,Nyakabingo
Eastern Province,Ngoma,Remera,Nyamagana,Rebero
Eastern Province,Ngoma,Remera,Nyamagana,Rubimba
Eastern Province,Ngoma,Remera,Nyamagana,Ruhama
Eastern Province,Ngoma,Remera,Nyamagana,Ryinteko
Eastern Province,Ngoma,Remera,Nyamagana,Tonero
Eastern Province,Ngoma,Rukira,Buliba,Dagaza
Eastern Province,Ngoma,Rukira,Buliba,Gatare
Eastern Province,Ngoma,Rukira,Buliba,Kabeza
Eastern Province,Ngoma,Rukira,Buliba,Kanzenze
Eastern Province,Ngoma,Rukira,Buliba,Kibande
Eastern Province,Ngoma,Rukira,Buliba,Kibimba
Eastern Province,Ngoma,Rukira,Buliba,Rugaragara
Eastern Province,Ngoma,Rukira,Buliba,Rurama
Eastern Province,Ngoma,Rukira,Buliba,Rwakimanzi
Eastern Province,Ngoma,Rukira,Buliba,Rwavuguta
Eastern Province,Ngoma,Rukira,Buliba,Sangano
Eastern Province,Ngoma,Rukira,Kibatsi,Agatare
Eastern Province,Ngoma,Rukira,Kibatsi,Bweranka
Eastern Province,Ngoma,Rukira,Kibatsi,Gahushyi
Eastern Province,Ngoma,Rukira,Kibatsi,Gituku
Eastern Province,Ngoma,Rukira,Kibatsi,Kagarama
Eastern Province,Ngoma,Rukira,Kibatsi,Kibimba
Eastern Province,Ngoma,Rukira,Kibatsi,Korandebe
Eastern Province,Ngoma,Rukira,Kibatsi,Munezero
Eastern Province,Ngoma,Rukira,Kibatsi,Nyamabuye
Eastern Province,Ngoma,Rukira,Kibatsi,Rubagabaga
Eastern Province,Ngoma,Rukira,Kibatsi,Rusenyi
Eastern Province,Ngoma,Rukira,Kibatsi,Rwanyineka
Eastern Province,Ngoma,Rukira,Kibatsi,Terimbere
Eastern Province,Ngoma,Rukira,Nyaruvumu,Amahoro
Eastern Province,Ngoma,Rukira,Nyaruvumu,Cyamahehe
Eastern Province,Ngoma,Rukira,Nyaruvumu,Gafunzo
Eastern Province,Ngoma,Rukira,Nyaruvumu,Gatare
Eastern Province,Ngoma,Rukira,Nyaruvumu,Isangano
Eastern Province,Ngoma,Rukira,Nyaruvumu,Nyagataba
Eastern Province,Ngoma,Rukira,Nyaruvumu,Rugenge
Eastern Province,Ngoma,Rukira,Nyaruvumu,Terimbere
Eastern Province,Ngoma,Rukira,Nyinya,Cyabayagara
Eastern Province,Ngoma,Rukira,Nyinya,Kabimba
Eastern Province,Ngoma,Rukira,Nyinya,Karuruma
Eastern Province,Ngoma,Rukira,Nyinya,Kibimba
Eastern Province,Ngoma,Rukira,Nyinya,Mirambi
Eastern Province,Ngoma,Rukira,Nyinya,Rugarama
Eastern Province,Ngoma,Rukira,Nyinya,Ruhama
Eastern Province,Ngoma,Rukira,Nyinya,Rwagakobe
Eastern Province,Ngoma,Rukira,Nyinya,Rwagishanga
Eastern Province,Ngoma,Rukira,Nyinya,Rwamukobwa
Eastern Province,Ngoma,Rukumberi,Gituza,Gitesanyi
Eastern Province,Ngoma,Rukumberi,Gituza,Gituza
Eastern Province,Ngoma,Rukumberi,Gituza,Mfune
Eastern Province,Ngoma,Rukumberi,Gituza,Ruyenzi
Eastern Province,Ngoma,Rukumberi,Ntovi,Iyantende
Eastern Province,Ngoma,Rukumberi,Ntovi,Kigese
Eastern Province,Ngoma,Rukumberi,Ntovi,Mugwato
Eastern Province,Ngoma,Rukumberi,Ntovi,Ntovi
Eastern Province,Ngoma,Rukumberi,Ntovi,Rukumberi
Eastern Province,Ngoma,Rukumberi,Ntovi,Rwamibabi
Eastern Province,Ngoma,Rukumberi,Rubago,Akabungo
Eastern Province,Ngoma,Rukumberi,Rubago,Kavumve
Eastern Province,Ngoma,Rukumberi,Rubago,Nyagakizi
Eastern Province,Ngoma,Rukumberi,Rubago,Nyagitabire
Eastern Province,Ngoma,Rukumberi,Rubago,Rubago
Eastern Province,Ngoma,Rukumberi,Rubona,Kagarama
Eastern Province,Ngoma,Rukumberi,Rubona,Maswa I
Eastern Province,Ngoma,Rukumberi,Rubona,Maswa II
Eastern Province,Ngoma,Rukumberi,Rubona,Rugenda I
Eastern Province,Ngoma,Rukumberi,Rubona,Rugenda II
Eastern Province,Ngoma,Rukumberi,Rubona,Ruyenzi I
Eastern Province,Ngoma,Rukumberi,Rwintashya,Bare
Eastern Province,Ngoma,Rukumberi,Rwintashya,Karokora
Eastern Province,Ngoma,Rukumberi,Rwintashya,Rwimpongo I
Eastern Province,Ngoma,Rukumberi,Rwintashya,Rwimpongo II
Eastern Province,Ngoma,Rukumberi,Rwintashya,Shyembe
Eastern Province,Ngoma,Rurenge,Akagarama,Kuwimana
Eastern Province,Ngoma,Rurenge,Akagarama,Mukibimba
Eastern Province,Ngoma,Rurenge,Akagarama,Rwanyamuhinda
Eastern Province,Ngoma,Rurenge,Akagarama,Umurambi
Eastern Province,Ngoma,Rurenge,Akagarama,Rugazi
Eastern Province,Ngoma,Rurenge,Akagarama,Uruyenzi
Eastern Province,Ngoma,Rurenge,Muhurire,Agatonero
Eastern Province,Ngoma,Rurenge,Muhurire,Gashinya
Eastern Province,Ngoma,Rurenge,Muhurire,Gisunzu
Eastern Province,Ngoma,Rurenge,Muhurire,Gitobe
Eastern Province,Ngoma,Rurenge,Muhurire,Nyamata
Eastern Province,Ngoma,Rurenge,Musya,Inteko
Eastern Province,Ngoma,Rurenge,Musya,Kabimba
Eastern Province,Ngoma,Rurenge,Musya,Kamugundu
Eastern Province,Ngoma,Rurenge,Musya,Karama
Eastern Province,Ngoma,Rurenge,Musya,Runazi
Eastern Province,Ngoma,Rurenge,Musya,Rwasaburo
Eastern Province,Ngoma,Rurenge,Rugese,Kajevuba
Eastern Province,Ngoma,Rurenge,Rugese,Kamwiru
Eastern Province,Ngoma,Rurenge,Rugese,Kiyanja
Eastern Province,Ngoma,Rurenge,Rugese,Kumunini
Eastern Province,Ngoma,Rurenge,Rugese,Nyamigende
Eastern Province,Ngoma,Rurenge,Rugese,Rugarika
Eastern Province,Ngoma,Rurenge,Rugese,Rwakanuma
Eastern Province,Ngoma,Rurenge,Rujambara,Akarambaraye
Eastern Province,Ngoma,Rurenge,Rujambara,Kabeza
Eastern Province,Ngoma,Rurenge,Rujambara,Mashyoza
Eastern Province,Ngoma,Rurenge,Rujambara,Mbonwa
Eastern Province,Ngoma,Rurenge,Rujambara,Nyabagaza
Eastern Province,Ngoma,Rurenge,Rujambara,Urusagara
Eastern Province,Ngoma,Rurenge,Rwikubo,Akabakanda
Eastern Province,Ngoma,Rurenge,Rwikubo,Amashya
Eastern Province,Ngoma,Rurenge,Rwikubo,Kabashumba
Eastern Province,Ngoma,Rurenge,Rwikubo,Kigarama
Eastern Province,Ngoma,Rurenge,Rwikubo,Kivugangoma
Eastern Province,Ngoma,Rurenge,Rwikubo,Ruhuha
Eastern Province,Ngoma,Rurenge,Rwikubo,Rwaromba
Eastern Province,Ngoma,Sake,Gafunzo,Cyanika
Eastern Province,Ngoma,Sake,Gafunzo,Gatare
Eastern Province,Ngoma,Sake,Gafunzo,Icyizanye
Eastern Province,Ngoma,Sake,Gafunzo,Isovu
Eastern Province,Ngoma,Sake,Gafunzo,Kiriko
Eastern Province,Ngoma,Sake,Gafunzo,Kumurenge
Eastern Province,Ngoma,Sake,Gafunzo,Mabuga I
Eastern Province,Ngoma,Sake,Gafunzo,Mabuga II
Eastern Province,Ngoma,Sake,Gafunzo,Nyakagezi
Eastern Province,Ngoma,Sake,Gafunzo,Rwanyabiranga
Eastern Province,Ngoma,Sake,Gafunzo,Rwumba
Eastern Province,Ngoma,Sake,Kibonde,Kabare
Eastern Province,Ngoma,Sake,Kibonde,Karenge
Eastern Province,Ngoma,Sake,Kibonde,Kidakama
Eastern Province,Ngoma,Sake,Kibonde,Murama
Eastern Province,Ngoma,Sake,Kibonde,Nkingi
Eastern Province,Ngoma,Sake,Kibonde,Nyagasani
Eastern Province,Ngoma,Sake,Kibonde,Umucyo
Eastern Province,Ngoma,Sake,Nkanga,Agatare
Eastern Province,Ngoma,Sake,Nkanga,Akabira
Eastern Province,Ngoma,Sake,Nkanga,Bukokoza
Eastern Province,Ngoma,Sake,Nkanga,Gisera
Eastern Province,Ngoma,Sake,Nkanga,Iryarurengo
Eastern Province,Ngoma,Sake,Nkanga,Kanazi
Eastern Province,Ngoma,Sake,Nkanga,Mizibiri
Eastern Province,Ngoma,Sake,Rukoma,Akagoma
Eastern Province,Ngoma,Sake,Rukoma,Irebero
Eastern Province,Ngoma,Sake,Rukoma,Isangano
Eastern Province,Ngoma,Sake,Rukoma,Muminoga
Eastern Province,Ngoma,Sake,Rukoma,Musenyi
Eastern Province,Ngoma,Sake,Rukoma,Nyagasozi
Eastern Province,Ngoma,Sake,Rukoma,Nyakariba
Eastern Province,Ngoma,Sake,Rukoma,Nyarurembo
Eastern Province,Ngoma,Sake,Rukoma,Umukoni
Eastern Province,Ngoma,Zaza,Nyagasozi,Agatare
Eastern Province,Ngoma,Zaza,Nyagasozi,Akabeza
Eastern Province,Ngoma,Zaza,Nyagasozi,Akabuga
Eastern Province,Ngoma,Zaza,Nyagasozi,Igifurere
Eastern Province,Ngoma,Zaza,Nyagasozi,Ikiyovu
Eastern Province,Ngoma,Zaza,Nyagasozi,Rebero
Eastern Province,Ngoma,Zaza,Nyagasozi,Isanganiro
Eastern Province,Ngoma,Zaza,Nyagasozi,Rubati
Eastern Province,Ngoma,Zaza,Nyagasozi,Rwanshuro
Eastern Province,Ngoma,Zaza,Nyagasozi,Rwimbirwa
Eastern Province,Ngoma,Zaza,Nyagasozi,Sugira
Eastern Province,Ngoma,Zaza,Nyagatugunda,Akanyinya
Eastern Province,Ngoma,Zaza,Nyagatugunda,Amahoro
Eastern Province,Ngoma,Zaza,Nyagatugunda,Cyerwa
Eastern Province,Ngoma,Zaza,Nyagatugunda,Cyizihira
Eastern Province,Ngoma,Zaza,Nyagatugunda,Itonero
Eastern Province,Ngoma,Zaza,Nyagatugunda,Jyambere
Eastern Province,Ngoma,Zaza,Nyagatugunda,Kabonero
Eastern Province,Ngoma,Zaza,Nyagatugunda,Kirira
Eastern Province,Ngoma,Zaza,Nyagatugunda,Kizenga
Eastern Province,Ngoma,Zaza,Nyagatugunda,Kumuyange
Eastern Province,Ngoma,Zaza,Nyagatugunda,Nyagatugunda
Eastern Province,Ngoma,Zaza,Nyagatugunda,Nyakabanda
Eastern Province,Ngoma,Zaza,Nyagatugunda,Nyakabande
Eastern Province,Ngoma,Zaza,Nyagatugunda,Nyarurembo
Eastern Province,Ngoma,Zaza,Nyagatugunda,Rebero
Eastern Province,Ngoma,Zaza,Nyagatugunda,Rugarama
Eastern Province,Ngoma,Zaza,Nyagatugunda,Rushubi
Eastern Province,Ngoma,Zaza,Nyagatugunda,Rwezibamba
Eastern Province,Ngoma,Zaza,Ruhembe,Agasave
Eastern Province,Ngoma,Zaza,Ruhembe,Ituze
Eastern Province,Ngoma,Zaza,Ruhembe,Kabeza
Eastern Province,Ngoma,Zaza,Ruhembe,Kacyiru
Eastern Province,Ngoma,Zaza,Ruhembe,Karenge
Eastern Province,Ngoma,Zaza,Ruhembe,Kumunini
Eastern Province,Ngoma,Zaza,Ruhembe,Makoma
Eastern Province,Ngoma,Zaza,Ruhembe,Mpembwe
Eastern Province,Ngoma,Zaza,Ruhembe,Nyagahinga
Eastern Province,Ngoma,Zaza,Ruhembe,Nyaruteja
Eastern Province,Ngoma,Zaza,Ruhembe,Rugarama
Eastern Province,Ngoma,Zaza,Ruhembe,Rushubi
Eastern Province,Ngoma,Zaza,Ruhembe,Urutare
Eastern Province,Ngoma,Zaza,Ruhinga,Agataba
Eastern Province,Ngoma,Zaza,Ruhinga,Akabungo
Eastern Province,Ngoma,Zaza,Ruhinga,Busasamana
Eastern Province,Ngoma,Zaza,Ruhinga,Gasebeya
Eastern Province,Ngoma,Zaza,Ruhinga,Isangano
Eastern Province,Ngoma,Zaza,Ruhinga,Kagarama
Eastern Province,Ngoma,Zaza,Ruhinga,Nyagahandagazi
Eastern Province,Ngoma,Zaza,Ruhinga,Nyakariba
Eastern Province,Ngoma,Zaza,Ruhinga,Rwakagina
Eastern Province,Ngoma,Zaza,Ruhinga,Sangaza
Eastern Province,Ngoma,Zaza,Ruhinga,Ubumwe
Eastern Province,Ngoma,Zaza,Ruhinga,Umukoma
Eastern Province,Ngoma,Zaza,Ruhinga,Umuvugangoma
Eastern Province,Nyagatare,Gatunda,Cyagaju,Hanganyundo
Eastern Province,Nyagatare,Gatunda,Cyagaju,Iramiro
Eastern Province,Nyagatare,Gatunda,Cyagaju,Isangano
Eastern Province,Nyagatare,Gatunda,Cyagaju,Kabeza
Eastern Province,Nyagatare,Gatunda,Cyagaju,Kibisabo
Eastern Province,Nyagatare,Gatunda,Kabeza,Huriro
Eastern Province,Nyagatare,Gatunda,Kabeza,Kabeza
Eastern Province,Nyagatare,Gatunda,Kabeza,Muvumba
Eastern Province,Nyagatare,Gatunda,Kabeza,Muyenzi
Eastern Province,Nyagatare,Gatunda,Kabeza,Nyamirambo
Eastern Province,Nyagatare,Gatunda,Kabeza,Rebero
Eastern Province,Nyagatare,Gatunda,Nyamikamba,Byimana
Eastern Province,Nyagatare,Gatunda,Nyamikamba,Gikunyu
Eastern Province,Nyagatare,Gatunda,Nyamikamba,Gitega
Eastern Province,Nyagatare,Gatunda,Nyamikamba,Gitovu
Eastern Province,Nyagatare,Gatunda,Nyamikamba,Kaburimbo
Eastern Province,Nyagatare,Gatunda,Nyamikamba,Kibuye
Eastern Province,Nyagatare,Gatunda,Nyamikamba,Nyamikamba
Eastern Province,Nyagatare,Gatunda,Nyamikamba,Rwebare
Eastern Province,Nyagatare,Gatunda,Nyamikamba,Ryabuvara
Eastern Province,Nyagatare,Gatunda,Nyamikamba,Ryarukabura
Eastern Province,Nyagatare,Gatunda,Nyamirembe,Byimana
Eastern Province,Nyagatare,Gatunda,Nyamirembe,Huriro
Eastern Province,Nyagatare,Gatunda,Nyamirembe,Kajevuba
Eastern Province,Nyagatare,Gatunda,Nyamirembe,Kirindimure
Eastern Province,Nyagatare,Gatunda,Nyamirembe,Mabare
Eastern Province,Nyagatare,Gatunda,Nyangara,Bugarama
Eastern Province,Nyagatare,Gatunda,Nyangara,Kabeza
Eastern Province,Nyagatare,Gatunda,Nyangara,Mugomero
Eastern Province,Nyagatare,Gatunda,Nyangara,Muhambo
Eastern Province,Nyagatare,Gatunda,Nyangara,Mutumba
Eastern Province,Nyagatare,Gatunda,Nyangara,Rwimbogo
Eastern Province,Nyagatare,Gatunda,Nyangara,Ryanyabugwende
Eastern Province,Nyagatare,Gatunda,Nyarurema,Bubare
Eastern Province,Nyagatare,Gatunda,Nyarurema,Buguma
Eastern Province,Nyagatare,Gatunda,Nyarurema,Butimba
Eastern Province,Nyagatare,Gatunda,Nyarurema,Kabeza
Eastern Province,Nyagatare,Gatunda,Nyarurema,Muhabura
Eastern Province,Nyagatare,Gatunda,Nyarurema,Nyarurema
Eastern Province,Nyagatare,Gatunda,Nyarurema,Shabana
Eastern Province,Nyagatare,Gatunda,Rwensheke,Kabuye
Eastern Province,Nyagatare,Gatunda,Rwensheke,Kamate
Eastern Province,Nyagatare,Gatunda,Rwensheke,Nyiraburunga
Eastern Province,Nyagatare,Gatunda,Rwensheke,Rwensheke
Eastern Province,Nyagatare,Karama,Bushara,Bushara Centre
Eastern Province,Nyagatare,Karama,Bushara,Ihuriro
Eastern Province,Nyagatare,Karama,Bushara,Isangano
Eastern Province,Nyagatare,Karama,Bushara,Kadendegeri
Eastern Province,Nyagatare,Karama,Bushara,Meshero
Eastern Province,Nyagatare,Karama,Bushara,Rurembo
Eastern Province,Nyagatare,Karama,Bushara,Uruyenzi
Eastern Province,Nyagatare,Karama,Cyenkwanzi,Cyenkwanzi Centre
Eastern Province,Nyagatare,Karama,Cyenkwanzi,Kabeza
Eastern Province,Nyagatare,Karama,Cyenkwanzi,Kiyovu
Eastern Province,Nyagatare,Karama,Cyenkwanzi,Rurembo
Eastern Province,Nyagatare,Karama,Gikagati,Bigega
Eastern Province,Nyagatare,Karama,Gikagati,Gataba
Eastern Province,Nyagatare,Karama,Gikagati,Gikagati Centre
Eastern Province,Nyagatare,Karama,Gikagati,Gishenyi
Eastern Province,Nyagatare,Karama,Gikagati,Kanunga
Eastern Province,Nyagatare,Karama,Gikagati,Nyabitare
Eastern Province,Nyagatare,Karama,Gikagati,Nyakibande
Eastern Province,Nyagatare,Karama,Gikagati,Rurembo
Eastern Province,Nyagatare,Karama,Gikagati,Rutegamatwi
Eastern Province,Nyagatare,Karama,Gikundamvura,Fene
Eastern Province,Nyagatare,Karama,Gikundamvura,Gikundamvura I
Eastern Province,Nyagatare,Karama,Gikundamvura,Gikundamvura II
Eastern Province,Nyagatare,Karama,Gikundamvura,Irebero
Eastern Province,Nyagatare,Karama,Gikundamvura,Isangano
Eastern Province,Nyagatare,Karama,Gikundamvura,Kukibuye
Eastern Province,Nyagatare,Karama,Gikundamvura,Kukimpundu
Eastern Province,Nyagatare,Karama,Gikundamvura,Musenyi
Eastern Province,Nyagatare,Karama,Gikundamvura,Nyabitare
Eastern Province,Nyagatare,Karama,Gikundamvura,Nyagasharara
Eastern Province,Nyagatare,Karama,Gikundamvura,Umutara
Eastern Province,Nyagatare,Karama,Gikundamvura,Urugwiro
Eastern Province,Nyagatare,Karama,Kabuga,Gakukuru
Eastern Province,Nyagatare,Karama,Kabuga,Kabeza
Eastern Province,Nyagatare,Karama,Kabuga,Kabuga
Eastern Province,Nyagatare,Karama,Kabuga,Kizunguruko
Eastern Province,Nyagatare,Karama,Kabuga,Nyakibande
Eastern Province,Nyagatare,Karama,Kabuga,Nyamirama
Eastern Province,Nyagatare,Karama,Kabuga,Rukamba
Eastern Province,Nyagatare,Karama,Kabuga,Rwebishirira
Eastern Province,Nyagatare,Karama,Kabuga,Rwubuzizi
Eastern Province,Nyagatare,Karama,Ndego,Gakirage
Eastern Province,Nyagatare,Karama,Ndego,Kababanda
Eastern Province,Nyagatare,Karama,Ndego,Kanyami
Eastern Province,Nyagatare,Karama,Ndego,Matereza
Eastern Province,Nyagatare,Karama,Ndego,Mishasha
Eastern Province,Nyagatare,Karama,Ndego,Murambi
Eastern Province,Nyagatare,Karama,Ndego,Mutete
Eastern Province,Nyagatare,Karama,Ndego,Ndego
Eastern Province,Nyagatare,Karama,Ndego,Rubanda
Eastern Province,Nyagatare,Karama,Ndego,Rusoroza
Eastern Province,Nyagatare,Karama,Ndego,Rutoma
Eastern Province,Nyagatare,Karama,Nyakiga,Humure
Eastern Province,Nyagatare,Karama,Nyakiga,Kabeza
Eastern Province,Nyagatare,Karama,Nyakiga,Kanunga
Eastern Province,Nyagatare,Karama,Nyakiga,Karama Centre
Eastern Province,Nyagatare,Karama,Nyakiga,Kavumu
Eastern Province,Nyagatare,Karama,Nyakiga,Kentarama
Eastern Province,Nyagatare,Karama,Nyakiga,Mabare
Eastern Province,Nyagatare,Karangazi,Kamate,Bugarama
Eastern Province,Nyagatare,Karangazi,Kamate,Buhongoro
Eastern Province,Nyagatare,Karangazi,Kamate,Kamate
Eastern Province,Nyagatare,Karangazi,Kamate,Kigazi
Eastern Province,Nyagatare,Karangazi,Kamate,Muzehe
Eastern Province,Nyagatare,Karangazi,Karama,Karama
Eastern Province,Nyagatare,Karangazi,Karama,Makomo
Eastern Province,Nyagatare,Karangazi,Karama,Rundiro
Eastern Province,Nyagatare,Karangazi,Kizirakome,Kageyo
Eastern Province,Nyagatare,Karangazi,Kizirakome,Kahi
Eastern Province,Nyagatare,Karangazi,Kizirakome,Kizirakome
Eastern Province,Nyagatare,Karangazi,Kizirakome,Rurebe
Eastern Province,Nyagatare,Karangazi,Mbare,Kabirizi
Eastern Province,Nyagatare,Karangazi,Mbare,Kajumo
Eastern Province,Nyagatare,Karangazi,Mbare,Karohoza
Eastern Province,Nyagatare,Karangazi,Mbare,Mbare
Eastern Province,Nyagatare,Karangazi,Mbare,Rwarucura
Eastern Province,Nyagatare,Karangazi,Mbare,Ryabega
Eastern Province,Nyagatare,Karangazi,Musenyi,Bwanga
Eastern Province,Nyagatare,Karangazi,Musenyi,Gacungiro
Eastern Province,Nyagatare,Karangazi,Musenyi,Kabeza
Eastern Province,Nyagatare,Karangazi,Musenyi,Musenyi I
Eastern Province,Nyagatare,Karangazi,Musenyi,Musenyi II
Eastern Province,Nyagatare,Karangazi,Musenyi,Rugarama
Eastern Province,Nyagatare,Karangazi,Musenyi,Ruziranyenzi
Eastern Province,Nyagatare,Karangazi,Ndama,Akayange
Eastern Province,Nyagatare,Karangazi,Ndama,Ndama
Eastern Province,Nyagatare,Karangazi,Ndama,Rwabiharamba
Eastern Province,Nyagatare,Karangazi,Nyagashanga,Bidudu
Eastern Province,Nyagatare,Karangazi,Nyagashanga,Bwera
Eastern Province,Nyagatare,Karangazi,Nyagashanga,Kabare
Eastern Province,Nyagatare,Karangazi,Nyagashanga,Ruhita
Eastern Province,Nyagatare,Karangazi,Nyamirama,Kayange I
Eastern Province,Nyagatare,Karangazi,Nyamirama,Kayange II
Eastern Province,Nyagatare,Karangazi,Nyamirama,Nkoma I
Eastern Province,Nyagatare,Karangazi,Nyamirama,Nkoma II
Eastern Province,Nyagatare,Karangazi,Nyamirama,Nyamirama I
Eastern Province,Nyagatare,Karangazi,Nyamirama,Nyamirama II
Eastern Province,Nyagatare,Karangazi,Rubagabaga,Iraba
Eastern Province,Nyagatare,Karangazi,Rubagabaga,Nkuna
Eastern Province,Nyagatare,Karangazi,Rubagabaga,Nyarutovu
Eastern Province,Nyagatare,Karangazi,Rubagabaga,Rebero
Eastern Province,Nyagatare,Karangazi,Rwenyemera,Bwera
Eastern Province,Nyagatare,Karangazi,Rwenyemera,Imishongi
Eastern Province,Nyagatare,Karangazi,Rwenyemera,Kayishunika
Eastern Province,Nyagatare,Karangazi,Rwenyemera,Kizirakome
Eastern Province,Nyagatare,Karangazi,Rwenyemera,Rwenyana
Eastern Province,Nyagatare,Karangazi,Rwenyemera,Rwenyemera
Eastern Province,Nyagatare,Karangazi,Rwenyemera,Rwimirama
Eastern Province,Nyagatare,Karangazi,Rwisirabo,Gakoma
Eastern Province,Nyagatare,Karangazi,Rwisirabo,Humure
Eastern Province,Nyagatare,Karangazi,Rwisirabo,Karangazi
Eastern Province,Nyagatare,Karangazi,Rwisirabo,Rubona
Eastern Province,Nyagatare,Karangazi,Rwisirabo,Rukundo
Eastern Province,Nyagatare,Katabagemu,Bayigaburire,Agasasa
Eastern Province,Nyagatare,Katabagemu,Bayigaburire,Bingaro
Eastern Province,Nyagatare,Katabagemu,Bayigaburire,Byimana
Eastern Province,Nyagatare,Katabagemu,Bayigaburire,Gikandura
