Province,District,Sector,Cell,Village
Eastern Province,Kirehe,Mpanga,Rubaya,Rushonga
Eastern Province,Kirehe,Musaza,Gasarabwayi,Gasarabwayi
Eastern Province,Kirehe,Musaza,Gasarabwayi,Gicuma
Eastern Province,Kirehe,Musaza,Gasarabwayi,Kanyosha
Eastern Province,Kirehe,Musaza,Gasarabwayi,Nyakariba I
Eastern Province,Kirehe,Musaza,Gasarabwayi,Nyakariba II
Eastern Province,Kirehe,Musaza,Gasarabwayi,Nyakiriba
Eastern Province,Kirehe,Musaza,Gasarabwayi,Rukumba
Eastern Province,Kirehe,Musaza,Gasarabwayi,Rwinyundo
Eastern Province,Kirehe,Musaza,Kabuga,Gikenke
Eastern Province,Kirehe,Musaza,Kabuga,Kabuga
Eastern Province,Kirehe,Musaza,Kabuga,Kagasa
Eastern Province,Kirehe,Musaza,Kabuga,Kambwire
Eastern Province,Kirehe,Musaza,Kabuga,Kimeya
Eastern Province,Kirehe,Musaza,Kabuga,Nyamugari
Eastern Province,Kirehe,Musaza,Kabuga,Rubuye I
Eastern Province,Kirehe,Musaza,Kabuga,Rubuye II
Eastern Province,Kirehe,Musaza,Kabuga,Rugango
Eastern Province,Kirehe,Musaza,Kabuga,Rwamurema
Eastern Province,Kirehe,Musaza,Mubuga,Kanogo
Eastern Province,Kirehe,Musaza,Mubuga,Kanombe
Eastern Province,Kirehe,Musaza,Mubuga,Kiyovu
Eastern Province,Kirehe,Musaza,Mubuga,Mubuga
Eastern Province,Kirehe,Musaza,Mubuga,Runyinya
Eastern Province,Kirehe,Musaza,Mubuga,Rwamuhazi
Eastern Province,Kirehe,Musaza,Mubuga,Ryabega
Eastern Province,Kirehe,Musaza,Mubuga,Ryarugazi
Eastern Province,Kirehe,Musaza,Musaza,Gatwe I
Eastern Province,Kirehe,Musaza,Musaza,Gatwe II
Eastern Province,Kirehe,Musaza,Musaza,Kanyinya I
Eastern Province,Kirehe,Musaza,Musaza,Kanyinya II
Eastern Province,Kirehe,Musaza,Musaza,Musaza
Eastern Province,Kirehe,Musaza,Musaza,Muyoka
Eastern Province,Kirehe,Musaza,Musaza,Nyakariba
Eastern Province,Kirehe,Musaza,Nganda,Gacuba I
Eastern Province,Kirehe,Musaza,Nganda,Gacuba II
Eastern Province,Kirehe,Musaza,Nganda,Kamagare
Eastern Province,Kirehe,Musaza,Nganda,Kaziba
Eastern Province,Kirehe,Musaza,Nganda,Murura
Eastern Province,Kirehe,Musaza,Nganda,Nganda
Eastern Province,Kirehe,Musaza,Nganda,Nganda Ville I
Eastern Province,Kirehe,Musaza,Nganda,Nganda Ville II
Eastern Province,Kirehe,Musaza,Nganda,Nyamiyaga
Eastern Province,Kirehe,Musaza,Nganda,Ruseke
Eastern Province,Kirehe,Musaza,Nganda,Rwabugagara
Eastern Province,Kirehe,Musaza,Nganda,Rwamushongore
Eastern Province,Kirehe,Mushikiri,Bisagara,Bingaro
Eastern Province,Kirehe,Mushikiri,Bisagara,Bisagara
Eastern Province,Kirehe,Mushikiri,Bisagara,Isangano
Eastern Province,Kirehe,Mushikiri,Bisagara,Kampara
Eastern Province,Kirehe,Mushikiri,Bisagara,Nkoyoyo
Eastern Province,Kirehe,Mushikiri,Bisagara,Nyabubare
Eastern Province,Kirehe,Mushikiri,Bisagara,Nyakabande
Eastern Province,Kirehe,Mushikiri,Bisagara,Ruturamigina
Eastern Province,Kirehe,Mushikiri,Bisagara,Umunini
Eastern Province,Kirehe,Mushikiri,Bisagara,Umutuzo
Eastern Province,Kirehe,Mushikiri,Bisagara,Umuyange
Eastern Province,Kirehe,Mushikiri,Cyamigurwa,Bwiza
Eastern Province,Kirehe,Mushikiri,Cyamigurwa,Impara
Eastern Province,Kirehe,Mushikiri,Cyamigurwa,Isangano
Eastern Province,Kirehe,Mushikiri,Cyamigurwa,Kamasare
Eastern Province,Kirehe,Mushikiri,Cyamigurwa,Karenge
Eastern Province,Kirehe,Mushikiri,Cyamigurwa,Kigarama
Eastern Province,Kirehe,Mushikiri,Cyamigurwa,Nyamabuye
Eastern Province,Kirehe,Mushikiri,Cyamigurwa,Rusenyi
Eastern Province,Kirehe,Mushikiri,Rugarama,Birengero
Eastern Province,Kirehe,Mushikiri,Rugarama,Bugarura
Eastern Province,Kirehe,Mushikiri,Rugarama,Cyanjuna
Eastern Province,Kirehe,Mushikiri,Rugarama,Cyanyamisa
Eastern Province,Kirehe,Mushikiri,Rugarama,Gahushyi
Eastern Province,Kirehe,Mushikiri,Rugarama,Kacyiru
Eastern Province,Kirehe,Mushikiri,Rugarama,Kamarashavu
Eastern Province,Kirehe,Mushikiri,Rugarama,Kamunyana
Eastern Province,Kirehe,Mushikiri,Rugarama,Karambi
Eastern Province,Kirehe,Mushikiri,Rugarama,Nyagatugunda
Eastern Province,Kirehe,Mushikiri,Rugarama,Nyagitongo
Eastern Province,Kirehe,Mushikiri,Rugarama,Rutare
Eastern Province,Kirehe,Mushikiri,Rugarama,Rwamunana
Eastern Province,Kirehe,Mushikiri,Rugarama,Ryogire
Eastern Province,Kirehe,Mushikiri,Rugarama,Tomi
Eastern Province,Kirehe,Mushikiri,Rwanyamuhanga,Bweramana
Eastern Province,Kirehe,Mushikiri,Rwanyamuhanga,Cyaka
Eastern Province,Kirehe,Mushikiri,Rwanyamuhanga,Cyeru
Eastern Province,Kirehe,Mushikiri,Rwanyamuhanga,Humure
Eastern Province,Kirehe,Mushikiri,Rwanyamuhanga,Mugina
Eastern Province,Kirehe,Mushikiri,Rwanyamuhanga,Munini
Eastern Province,Kirehe,Mushikiri,Rwanyamuhanga,Nterere
Eastern Province,Kirehe,Mushikiri,Rwanyamuhanga,Nyagateme
Eastern Province,Kirehe,Mushikiri,Rwanyamuhanga,Nyaruhanga
Eastern Province,Kirehe,Mushikiri,Rwanyamuhanga,Rubimba
Eastern Province,Kirehe,Mushikiri,Rwanyamuhanga,Rutare
Eastern Province,Kirehe,Mushikiri,Rwanyamuhanga,Rutoma
Eastern Province,Kirehe,Mushikiri,Rwanyamuhanga,Sake
Eastern Province,Kirehe,Mushikiri,Rwayikona,Barisuka
Eastern Province,Kirehe,Mushikiri,Rwayikona,Birembo
Eastern Province,Kirehe,Mushikiri,Rwayikona,Isangano
Eastern Province,Kirehe,Mushikiri,Rwayikona,Kabeza
Eastern Province,Kirehe,Mushikiri,Rwayikona,Kabuga
Eastern Province,Kirehe,Mushikiri,Rwayikona,Nyakabande
Eastern Province,Kirehe,Mushikiri,Rwayikona,Nyungwe
Eastern Province,Kirehe,Mushikiri,Rwayikona,Rukira
Eastern Province,Kirehe,Mushikiri,Rwayikona,Rusumo
Eastern Province,Kirehe,Mushikiri,Rwayikona,Rwahenge
Eastern Province,Kirehe,Mushikiri,Rwayikona,Rwakabandama
Eastern Province,Kirehe,Mushikiri,Rwayikona,Rwayikona
Eastern Province,Kirehe,Mushikiri,Rwayikona,Tonero
Eastern Province,Kirehe,Nasho,Cyambwe,Gicaca
Eastern Province,Kirehe,Nasho,Cyambwe,Kagamba
Eastern Province,Kirehe,Nasho,Cyambwe,Kagese I
Eastern Province,Kirehe,Nasho,Cyambwe,Nyakazinga
Eastern Province,Kirehe,Nasho,Cyambwe,Rugwiro
Eastern Province,Kirehe,Nasho,Cyambwe,Rukono
Eastern Province,Kirehe,Nasho,Cyambwe,Rushoka
Eastern Province,Kirehe,Nasho,Cyambwe,Rwinyange
Eastern Province,Kirehe,Nasho,Kagese,Gatunguru
Eastern Province,Kirehe,Nasho,Kagese,Kagese II
Eastern Province,Kirehe,Nasho,Kagese,Kanamira
Eastern Province,Kirehe,Nasho,Kagese,Kibimba
Eastern Province,Kirehe,Nasho,Kagese,Mitsindo
Eastern Province,Kirehe,Nasho,Kagese,Murehe
Eastern Province,Kirehe,Nasho,Kagese,Nyabimuri
Eastern Province,Kirehe,Nasho,Ntaruka,Gashasha
Eastern Province,Kirehe,Nasho,Ntaruka,Kabusunzu
Eastern Province,Kirehe,Nasho,Ntaruka,Karenge II
Eastern Province,Kirehe,Nasho,Ntaruka,Nyabihara
Eastern Province,Kirehe,Nasho,Ntaruka,Nyagasozi
Eastern Province,Kirehe,Nasho,Ntaruka,Nyamurindira
Eastern Province,Kirehe,Nasho,Ntaruka,Ruhema
Eastern Province,Kirehe,Nasho,Ntaruka,Ruseke
Eastern Province,Kirehe,Nasho,Ntaruka,Rwamuhigi
Eastern Province,Kirehe,Nasho,Rubirizi,Kabigembe I
Eastern Province,Kirehe,Nasho,Rubirizi,Kabigembe II
Eastern Province,Kirehe,Nasho,Rubirizi,Kadamu
Eastern Province,Kirehe,Nasho,Rubirizi,Karenge I
Eastern Province,Kirehe,Nasho,Rubirizi,Masizi
Eastern Province,Kirehe,Nasho,Rubirizi,Mulindi
Eastern Province,Kirehe,Nasho,Rubirizi,Nyabiyenzi
Eastern Province,Kirehe,Nasho,Rubirizi,Rwandarushya I
Eastern Province,Kirehe,Nasho,Rubirizi,Rwandarushya II
Eastern Province,Kirehe,Nasho,Rugoma,Gashiru
Eastern Province,Kirehe,Nasho,Rugoma,Gatarama
Eastern Province,Kirehe,Nasho,Rugoma,Gatare
Eastern Province,Kirehe,Nasho,Rugoma,Kabigembe
Eastern Province,Kirehe,Nasho,Rugoma,Kageyo
Eastern Province,Kirehe,Nasho,Rugoma,Karama
Eastern Province,Kirehe,Nasho,Rugoma,Karubare
Eastern Province,Kirehe,Nasho,Rugoma,Rebezo
Eastern Province,Kirehe,Nasho,Rugoma,Rugoma
Eastern Province,Kirehe,Nyamugari,Bukora,Bukinanyana
Eastern Province,Kirehe,Nyamugari,Bukora,Bukora
Eastern Province,Kirehe,Nyamugari,Bukora,Busasamana
Eastern Province,Kirehe,Nyamugari,Bukora,Bweramana
Eastern Province,Kirehe,Nyamugari,Bukora,Kabuga
Eastern Province,Kirehe,Nyamugari,Bukora,Maranyundo
Eastern Province,Kirehe,Nyamugari,Bukora,Mudahunga
Eastern Province,Kirehe,Nyamugari,Bukora,Mumararungu
Eastern Province,Kirehe,Nyamugari,Bukora,Mushirarungu
Eastern Province,Kirehe,Nyamugari,Bukora,Mwima
Eastern Province,Kirehe,Nyamugari,Bukora,Nyabiyenzi
Eastern Province,Kirehe,Nyamugari,Bukora,Remanyundo
Eastern Province,Kirehe,Nyamugari,Kagasa,Bwiza
Eastern Province,Kirehe,Nyamugari,Kagasa,Ituze
Eastern Province,Kirehe,Nyamugari,Kagasa,Kagasa
Eastern Province,Kirehe,Nyamugari,Kagasa,Kamabuye
Eastern Province,Kirehe,Nyamugari,Kagasa,Kameya
Eastern Province,Kirehe,Nyamugari,Kagasa,Mataba
Eastern Province,Kirehe,Nyamugari,Kagasa,Nyabayama
Eastern Province,Kirehe,Nyamugari,Kagasa,Nyakariba
Eastern Province,Kirehe,Nyamugari,Kagasa,Nyamirama
Eastern Province,Kirehe,Nyamugari,Kagasa,Nyarurembo
Eastern Province,Kirehe,Nyamugari,Kagasa,Rebero
Eastern Province,Kirehe,Nyamugari,Kagasa,Urugwiro
Eastern Province,Kirehe,Nyamugari,Kazizi,Amahoro
Eastern Province,Kirehe,Nyamugari,Kazizi,Byimana
Eastern Province,Kirehe,Nyamugari,Kazizi,Gahomvu
Eastern Province,Kirehe,Nyamugari,Kazizi,Gasabo
Eastern Province,Kirehe,Nyamugari,Kazizi,Gasetsa
Eastern Province,Kirehe,Nyamugari,Kazizi,Gashanga
Eastern Province,Kirehe,Nyamugari,Kazizi,Jyambere
Eastern Province,Kirehe,Nyamugari,Kazizi,Kabwayi
Eastern Province,Kirehe,Nyamugari,Kazizi,Mucyo
Eastern Province,Kirehe,Nyamugari,Kazizi,Nyenyeri
Eastern Province,Kirehe,Nyamugari,Kazizi,Tetero
Eastern Province,Kirehe,Nyamugari,Kazizi,Ururembo
Eastern Province,Kirehe,Nyamugari,Kiyanzi,Kabungeri
Eastern Province,Kirehe,Nyamugari,Kiyanzi,Kabuye
Eastern Province,Kirehe,Nyamugari,Kiyanzi,Kacyiru
Eastern Province,Kirehe,Nyamugari,Kiyanzi,Kagera
Eastern Province,Kirehe,Nyamugari,Kiyanzi,Kamarashavu
Eastern Province,Kirehe,Nyamugari,Kiyanzi,Karambi
Eastern Province,Kirehe,Nyamugari,Kiyanzi,Karehe
Eastern Province,Kirehe,Nyamugari,Kiyanzi,Karembo
Eastern Province,Kirehe,Nyamugari,Kiyanzi,Kinamba
Eastern Province,Kirehe,Nyamugari,Kiyanzi,Matare
Eastern Province,Kirehe,Nyamugari,Kiyanzi,Mitako
Eastern Province,Kirehe,Nyamugari,Kiyanzi,Murambi
Eastern Province,Kirehe,Nyamugari,Kiyanzi,Muyinza
Eastern Province,Kirehe,Nyamugari,Kiyanzi,Nyarwamura
Eastern Province,Kirehe,Nyamugari,Kiyanzi,Remera
Eastern Province,Kirehe,Nyamugari,Kiyanzi,Rusumo
Eastern Province,Kirehe,Nyamugari,Nyamugari,Amahoro
Eastern Province,Kirehe,Nyamugari,Nyamugari,Gasenyi
Eastern Province,Kirehe,Nyamugari,Nyamugari,Ihuriro
Eastern Province,Kirehe,Nyamugari,Nyamugari,Isangano
Eastern Province,Kirehe,Nyamugari,Nyamugari,Kabeza
Eastern Province,Kirehe,Nyamugari,Nyamugari,Kamugarura
Eastern Province,Kirehe,Nyamugari,Nyamugari,Kimigisha
Eastern Province,Kirehe,Nyamugari,Nyamugari,Munini
Eastern Province,Kirehe,Nyamugari,Nyamugari,Muramba
Eastern Province,Kirehe,Nyamugari,Nyamugari,Nyagahama
Eastern Province,Kirehe,Nyamugari,Nyamugari,Nyamugari Centre
Eastern Province,Kirehe,Nyamugari,Nyamugari,Rama
Eastern Province,Kirehe,Nyamugari,Nyamugari,Rebero
Eastern Province,Kirehe,Nyamugari,Nyamugari,Rurembo
Eastern Province,Kirehe,Nyamugari,Nyamugari,Rusozi
Eastern Province,Kirehe,Nyamugari,Nyamugari,Ubumwe
Eastern Province,Kirehe,Nyamugari,Nyamugari,Umubano
Eastern Province,Kirehe,Nyamugari,Nyamugari,Umunezero
Eastern Province,Kirehe,Nyarubuye,Mareba,Burembo
Eastern Province,Kirehe,Nyarubuye,Mareba,Kaziba I
Eastern Province,Kirehe,Nyarubuye,Mareba,Kaziba II
Eastern Province,Kirehe,Nyarubuye,Mareba,Nyacyonga I
Eastern Province,Kirehe,Nyarubuye,Mareba,Nyacyonga II
Eastern Province,Kirehe,Nyarubuye,Mareba,Nyamateke
Eastern Province,Kirehe,Nyarubuye,Mareba,Rurenge I
Eastern Province,Kirehe,Nyarubuye,Mareba,Rurenge II
Eastern Province,Kirehe,Nyarubuye,Nyabitare,Bicumbi
Eastern Province,Kirehe,Nyarubuye,Nyabitare,Kazizi
Eastern Province,Kirehe,Nyarubuye,Nyabitare,Kazizi II
Eastern Province,Kirehe,Nyarubuye,Nyabitare,Mpanguhe
Eastern Province,Kirehe,Nyarubuye,Nyabitare,Ndabarekuye
Eastern Province,Kirehe,Nyarubuye,Nyabitare,Nyabayama
Eastern Province,Kirehe,Nyarubuye,Nyabitare,Nyabitare
Eastern Province,Kirehe,Nyarubuye,Nyabitare,Nyamisagara
Eastern Province,Kirehe,Nyarubuye,Nyabitare,Nyamugari
Eastern Province,Kirehe,Nyarubuye,Nyabitare,Rugarama
Eastern Province,Kirehe,Nyarubuye,Nyabitare,Rwamagana
Eastern Province,Kirehe,Nyarubuye,Nyarutunga,Bugarura
Eastern Province,Kirehe,Nyarubuye,Nyarutunga,Kagabiro
Eastern Province,Kirehe,Nyarubuye,Nyarutunga,Kagorogoro
Eastern Province,Kirehe,Nyarubuye,Nyarutunga,Nkakwa
Eastern Province,Kirehe,Nyarubuye,Nyarutunga,Nyakanazi
Eastern Province,Kirehe,Nyarubuye,Nyarutunga,Nyarubuye I
Eastern Province,Kirehe,Nyarubuye,Nyarutunga,Nyarubuye II
Eastern Province,Kirehe,Nyarubuye,Nyarutunga,Nyarutunga
Eastern Province,Kirehe,Nyarubuye,Nyarutunga,Remera
Eastern Province,Kirehe,Nyarubuye,Nyarutunga,Rubare
Eastern Province,Kirehe,Nyarubuye,Nyarutunga,Rutunga
Eastern Province,Ngoma,Gashanda,Cyerwa,Cyerwa
Eastern Province,Ngoma,Gashanda,Cyerwa,Gako
Eastern Province,Ngoma,Gashanda,Cyerwa,Mizibiri
Eastern Province,Ngoma,Gashanda,Cyerwa,Muyange
Eastern Province,Ngoma,Gashanda,Cyerwa,Nyamugali
Eastern Province,Ngoma,Gashanda,Cyerwa,Ruyema I
Eastern Province,Ngoma,Gashanda,Cyerwa,Ruyema II
Eastern Province,Ngoma,Gashanda,Giseri,Kibimba
Eastern Province,Ngoma,Gashanda,Giseri,Murambi
Eastern Province,Ngoma,Gashanda,Giseri,Nyagitabire
Eastern Province,Ngoma,Gashanda,Giseri,Rubambantare
Eastern Province,Ngoma,Gashanda,Giseri,Rwambohero
Eastern Province,Ngoma,Gashanda,Giseri,Rwanyamigono
Eastern Province,Ngoma,Gashanda,Munege,Gakuto
Eastern Province,Ngoma,Gashanda,Munege,Kanege
Eastern Province,Ngoma,Gashanda,Munege,Nyagasenga
Eastern Province,Ngoma,Gashanda,Munege,Rugarama
Eastern Province,Ngoma,Gashanda,Mutsindo,Cyanama
Eastern Province,Ngoma,Gashanda,Mutsindo,Gisenyi
Eastern Province,Ngoma,Gashanda,Mutsindo,Kanyinya
Eastern Province,Ngoma,Gashanda,Mutsindo,Kirundo
Eastern Province,Ngoma,Gashanda,Mutsindo,Nyakarambo
Eastern Province,Ngoma,Gashanda,Mutsindo,Nyamasare
Eastern Province,Ngoma,Gashanda,Mutsindo,Rwakavuna
Eastern Province,Ngoma,Gashanda,Mutsindo,Rwinkuba
Eastern Province,Ngoma,Gashanda,Mutsindo,Ryangiriye
Eastern Province,Ngoma,Jarama,Ihanika,Irebero
Eastern Province,Ngoma,Jarama,Ihanika,Kabonero
Eastern Province,Ngoma,Jarama,Ihanika,Kamapfizi
Eastern Province,Ngoma,Jarama,Ihanika,Kivugiza
Eastern Province,Ngoma,Jarama,Ihanika,Nyamugari
Eastern Province,Ngoma,Jarama,Ihanika,Umuka
Eastern Province,Ngoma,Jarama,Jarama,Abiyunze
Eastern Province,Ngoma,Jarama,Jarama,Akabeza
Eastern Province,Ngoma,Jarama,Jarama,Dufatanye
Eastern Province,Ngoma,Jarama,Jarama,Duterimbere
Eastern Province,Ngoma,Jarama,Jarama,Irarire
Eastern Province,Ngoma,Jarama,Jarama,Twizerane
Eastern Province,Ngoma,Jarama,Jarama,Ubumwe
Eastern Province,Ngoma,Jarama,Karenge,Akabuga
Eastern Province,Ngoma,Jarama,Karenge,Akagoma
Eastern Province,Ngoma,Jarama,Karenge,Akajevuba
Eastern Province,Ngoma,Jarama,Karenge,Gisoko
Eastern Province,Ngoma,Jarama,Karenge,Kanombe
Eastern Province,Ngoma,Jarama,Karenge,Karenge
Eastern Province,Ngoma,Jarama,Karenge,Kavumu
Eastern Province,Ngoma,Jarama,Karenge,Korandebe
Eastern Province,Ngoma,Jarama,Karenge,Nyamirambo
Eastern Province,Ngoma,Jarama,Karenge,Nyarurembo
Eastern Province,Ngoma,Jarama,Karenge,Rusenyi
Eastern Province,Ngoma,Jarama,Karenge,Shirinyota
Eastern Province,Ngoma,Jarama,Kibimba,Akabira
Eastern Province,Ngoma,Jarama,Kibimba,Akaziba
Eastern Province,Ngoma,Jarama,Kibimba,Cyahafi
Eastern Province,Ngoma,Jarama,Kibimba,Ibabiri
Eastern Province,Ngoma,Jarama,Kibimba,Murama
Eastern Province,Ngoma,Jarama,Kibimba,Uruhuha
Eastern Province,Ngoma,Jarama,Kibimba,Urukomo
Eastern Province,Ngoma,Jarama,Kigoma,Icyurusambu
Eastern Province,Ngoma,Jarama,Kigoma,Iramiro
Eastern Province,Ngoma,Jarama,Kigoma,Kigoma
Eastern Province,Ngoma,Jarama,Kigoma,Meraneza
Eastern Province,Ngoma,Jarama,Kigoma,Mubaha
Eastern Province,Ngoma,Jarama,Kigoma,Ramba
Eastern Province,Ngoma,Jarama,Kigoma,Remera
Eastern Province,Ngoma,Jarama,Kigoma,Vunga
Eastern Province,Ngoma,Karembo,Akaziba,Impinga
Eastern Province,Ngoma,Karembo,Akaziba,Kwiperu
Eastern Province,Ngoma,Karembo,Akaziba,Kukabeza
Eastern Province,Ngoma,Karembo,Akaziba,Ngara
Eastern Province,Ngoma,Karembo,Akaziba,Nyagasozi
Eastern Province,Ngoma,Karembo,Akaziba,Rubumba
Eastern Province,Ngoma,Karembo,Akaziba,Rukizi
Eastern Province,Ngoma,Karembo,Akaziba,Rurenge
Eastern Province,Ngoma,Karembo,Akaziba,Rwamuhimbura
Eastern Province,Ngoma,Karembo,Akaziba,Umusebeya
Eastern Province,Ngoma,Karembo,Akaziba,Umuyange
Eastern Province,Ngoma,Karembo,Karaba,Kigobe
Eastern Province,Ngoma,Karembo,Karaba,Mungoro
Eastern Province,Ngoma,Karembo,Karaba,Rusumbantwari
Eastern Province,Ngoma,Karembo,Karaba,Umurehe
Eastern Province,Ngoma,Karembo,Karaba,Urutare
Eastern Province,Ngoma,Karembo,Nyamirambo,Gashekasheke I
Eastern Province,Ngoma,Karembo,Nyamirambo,Gashekasheke II
Eastern Province,Ngoma,Karembo,Nyamirambo,Gitaraga
Eastern Province,Ngoma,Karembo,Nyamirambo,Kanama
Eastern Province,Ngoma,Karembo,Nyamirambo,Karibu
Eastern Province,Ngoma,Karembo,Nyamirambo,Kivugangoma I
Eastern Province,Ngoma,Karembo,Nyamirambo,Kivugangoma II
Eastern Province,Ngoma,Karembo,Nyamirambo,Mumahoro
Eastern Province,Ngoma,Karembo,Nyamirambo,Murambi
Eastern Province,Ngoma,Karembo,Nyamirambo,Rwakayango
Eastern Province,Ngoma,Kazo,Birenga,Gahondo
Eastern Province,Ngoma,Kazo,Birenga,Karisizo
Eastern Province,Ngoma,Kazo,Birenga,Murindwa
Eastern Province,Ngoma,Kazo,Birenga,Murusenyi
Eastern Province,Ngoma,Kazo,Birenga,Nyakagezi
Eastern Province,Ngoma,Kazo,Gahurire,Itambiro
Eastern Province,Ngoma,Kazo,Gahurire,Rebero
Eastern Province,Ngoma,Kazo,Gahurire,Rugenge
Eastern Province,Ngoma,Kazo,Gahurire,Umuyange
Eastern Province,Ngoma,Kazo,Karama,Kabimba
Eastern Province,Ngoma,Kazo,Karama,Kagusa
Eastern Province,Ngoma,Kazo,Karama,Karenge
Eastern Province,Ngoma,Kazo,Karama,Mpandu
Eastern Province,Ngoma,Kazo,Karama,Rango
Eastern Province,Ngoma,Kazo,Kinyonzo,Amabumba
Eastern Province,Ngoma,Kazo,Kinyonzo,Kibimba
Eastern Province,Ngoma,Kazo,Kinyonzo,Rugarama
Eastern Province,Ngoma,Kazo,Kinyonzo,Tunduti
Eastern Province,Ngoma,Kazo,Umukamba,Akabaya
Eastern Province,Ngoma,Kazo,Umukamba,Kagarama
Eastern Province,Ngoma,Kazo,Umukamba,Kazo
Eastern Province,Ngoma,Kazo,Umukamba,Umukamba
Eastern Province,Ngoma,Kibungo,Cyasemakamba,Amarembo
Eastern Province,Ngoma,Kibungo,Cyasemakamba,Bwiza
Eastern Province,Ngoma,Kibungo,Cyasemakamba,Gatoro
Eastern Province,Ngoma,Kibungo,Cyasemakamba,Kabeza
Eastern Province,Ngoma,Kibungo,Cyasemakamba,Kiruhura
Eastern Province,Ngoma,Kibungo,Cyasemakamba,Rubimba
Eastern Province,Ngoma,Kibungo,Gahima,Gasoro
Eastern Province,Ngoma,Kibungo,Gahima,Karenge
Eastern Province,Ngoma,Kibungo,Gahima,Kazeneza
Eastern Province,Ngoma,Kibungo,Gahima,Nyamigina
Eastern Province,Ngoma,Kibungo,Gahima,Rutovu
Eastern Province,Ngoma,Kibungo,Gahima,Rwamihuro
Eastern Province,Ngoma,Kibungo,Gatonde,Karungu
Eastern Province,Ngoma,Kibungo,Gatonde,Misange
Eastern Province,Ngoma,Kibungo,Gatonde,Nyagakizi
Eastern Province,Ngoma,Kibungo,Gatonde,Nyagatovu
Eastern Province,Ngoma,Kibungo,Gatonde,Nyakabungo
Eastern Province,Ngoma,Kibungo,Gatonde,Rubona
Eastern Province,Ngoma,Kibungo,Karenge,Amahoro
Eastern Province,Ngoma,Kibungo,Karenge,Gatare
Eastern Province,Ngoma,Kibungo,Karenge,Ihuriro
Eastern Province,Ngoma,Kibungo,Karenge,Isangano
Eastern Province,Ngoma,Kibungo,Karenge,Kabeza
Eastern Province,Ngoma,Kibungo,Karenge,Musamvu
Eastern Province,Ngoma,Kibungo,Karenge,Ubumwe
Eastern Province,Ngoma,Kibungo,Mahango,Gisaka
Eastern Province,Ngoma,Kibungo,Mahango,Kabimba
Eastern Province,Ngoma,Kibungo,Mahango,Kacyiru
Eastern Province,Ngoma,Kibungo,Mahango,Karambi
Eastern Province,Ngoma,Kibungo,Mahango,Rebezo
Eastern Province,Ngoma,Kibungo,Mahango,Ruhinga
Eastern Province,Ngoma,Mugesera,Akabungo,Agakindo
Eastern Province,Ngoma,Mugesera,Akabungo,Akabingo
Eastern Province,Ngoma,Mugesera,Akabungo,Kinihira
Eastern Province,Ngoma,Mugesera,Akabungo,Nyamirambo
Eastern Province,Ngoma,Mugesera,Akabungo,Rugarama
Eastern Province,Ngoma,Mugesera,Akabungo,Rurenge
Eastern Province,Ngoma,Mugesera,Akabungo,Rwinkwavu
Eastern Province,Ngoma,Mugesera,Mugatare,Icocorero
Eastern Province,Ngoma,Mugesera,Mugatare,Ikibinge
Eastern Province,Ngoma,Mugesera,Mugatare,Isangano
Eastern Province,Ngoma,Mugesera,Mugatare,Kampara
Eastern Province,Ngoma,Mugesera,Mugatare,Kumunini
Eastern Province,Ngoma,Mugesera,Mugatare,Kumuyange
Eastern Province,Ngoma,Mugesera,Mugatare,Mumurenge
Eastern Province,Ngoma,Mugesera,Mugatare,Rwamenyo
Eastern Province,Ngoma,Mugesera,Ntanga,Akabande
Eastern Province,Ngoma,Mugesera,Ntanga,Akabeza
Eastern Province,Ngoma,Mugesera,Ntanga,Akinteko
Eastern Province,Ngoma,Mugesera,Ntanga,Ikiyovu
Eastern Province,Ngoma,Mugesera,Ntanga,Murambi
Eastern Province,Ngoma,Mugesera,Ntanga,Rugaju
Eastern Province,Ngoma,Mugesera,Ntanga,Urukoki
Eastern Province,Ngoma,Mugesera,Nyamugari,Gisenyi
Eastern Province,Ngoma,Mugesera,Nyamugari,Gishandaro
Eastern Province,Ngoma,Mugesera,Nyamugari,Kimanama
Eastern Province,Ngoma,Mugesera,Nyamugari,Nyamabuye
Eastern Province,Ngoma,Mugesera,Nyamugari,Rwarutare
Eastern Province,Ngoma,Mugesera,Nyamugari,Ubuhanira
Eastern Province,Ngoma,Mugesera,Nyange,Agatare
Eastern Province,Ngoma,Mugesera,Nyange,Gomezo
Eastern Province,Ngoma,Mugesera,Nyange,Ntarama
Eastern Province,Ngoma,Mugesera,Nyange,Nunga
Eastern Province,Ngoma,Mugesera,Nyange,Rugazi
Eastern Province,Ngoma,Mugesera,Nyange,Rusave
Eastern Province,Ngoma,Mugesera,Nyange,Rwamibari
Eastern Province,Ngoma,Murama,Gitaraga,Gitaraga
Eastern Province,Ngoma,Murama,Gitaraga,Kizenga
Eastern Province,Ngoma,Murama,Gitaraga,Ntara
Eastern Province,Ngoma,Murama,Gitaraga,Nyagahura
Eastern Province,Ngoma,Murama,Gitaraga,Nyakabanga
Eastern Province,Ngoma,Murama,Gitaraga,Rukizi
Eastern Province,Ngoma,Murama,Gitaraga,Tonero
Eastern Province,Ngoma,Murama,Kigabiro,Cyeru
Eastern Province,Ngoma,Murama,Kigabiro,Kaboza
Eastern Province,Ngoma,Murama,Kigabiro,Kigabiro
